DIA,HORA,HORIZONTE,MODELO,ACCION_REAL,ACCION_IA,SOC_REAL,SOC_IA
817,3,T=2h,GRU,0.3,0.197,0.615,0.5148
817,4,T=2h,GRU,0.3,0.2697,0.9,0.8713
817,5,T=2h,GRU,0.0,-0.0018,0.9,0.8945
817,6,T=2h,GRU,0.0,0.0034,0.9,0.9011
817,7,T=2h,GRU,0.0,0.0029,0.9,0.9
817,8,T=2h,GRU,0.0,-0.0166,0.9,0.8803
817,9,T=2h,GRU,0.0,0.005,0.9,0.9101
817,10,T=2h,GRU,-0.0028,-0.0282,0.8971,0.8817
817,11,T=2h,GRU,0.0031,-0.0211,0.9,0.8801
817,12,T=2h,GRU,-0.0371,-0.042,0.8609,0.8429
817,13,T=2h,GRU,0.0411,0.0142,0.9,0.8775
817,14,T=2h,GRU,0.0,-0.0655,0.9,0.8278
817,15,T=2h,GRU,0.0,-0.1042,0.9,0.7834
817,16,T=2h,GRU,-0.165,-0.2056,0.7263,0.6758
817,17,T=2h,GRU,-0.5,-0.5284,0.2,0.1623
817,18,T=2h,GRU,0.0,-0.0203,0.2,0.1859
817,19,T=2h,GRU,0.0,0.0005,0.2,0.1936
817,20,T=2h,GRU,0.0,-0.0033,0.2,0.1978
817,21,T=2h,GRU,0.0226,0.0055,0.2215,0.2148
817,22,T=2h,GRU,0.3,0.0698,0.5065,0.2972
817,23,T=2h,GRU,0.3,0.2267,0.7915,0.7212
818,0,T=2h,GRU,-0.5,-0.2452,0.2629,0.5364
